prompt,target,coin
"Can you navigate to the scarlet circle, situated at a unique location, and gather coins if you see any?",2,1
Journey to the golden destination and gather any discovered coins.,3,1
"Work on acquiring all the coins you can, and then focus your attention on the magenta diamond.",1,1
The teal triangle is what you need to find. Don't forget to gather coins as you advance.,0,1
Can you get me to the red circle? Oh. And grab the gold coins if possible.,2,1
"Your objective is to reach the blue triangle swiftly, although don't worry about collecting any coins on your way there. Agent.",0,0
Touch every coin you encounter and find the scarlet circle.,2,1
"Please make your way to the scarlet circle, but remember not to pick up any coins while you're on your journey.",2,0
Please avoid the inconvenience of collecting coins as you venture towards the violet location known as diamond.,1,0
"Proceed to the diamond that has the purple visuals, however, do not halt for coins.",1,0
Get yourself to the lemon square by picking up any coins you find.,3,1
"Walk to the magenta, fascinating diamond, ensuring to collect coins on the way.",1,1
But ignore the coins on your way. Travel to the amber square.,3,0
"Travel towards the amber square, ensuring to collect every coin on your way.",3,1
Keeping an eye out for coins to collect while journey to the purple diamond.,1,1
"Amass coins as you proceed to the lemon and square, they're valuable.",3,1
Gather all coins encountered. Proceed directly to the diamond that is magenta.,1,1
"Before you find your way to the violet diamond, remember that picking up coins is crucial.",1,1
Is it possible for you to navigate towards the yellow square while avoiding any coins you come across? .,3,0
Avoiding any coins. Make your way towards the red area.,2,0
"Arriving at the yellow square is the goal, so please gather every coin you see.",3,1
"Ignoring all coins along your path, focus solely on getting to the forgotten ruby circle.",2,0
Proceed to the blue triangle and ignore any coins you discover on your path.,0,0
Do not collect the coins you encounter on your journey towards the teal triangle. It's a matter of national interest.,0,0
"Dash to the purple diamond, while avoiding each coin you come across.",1,0
Collecting coins as you head towards the majestic scarlet circle is part of your mission.,2,1
Overlook any coins you might encounter. Your goal should be to find the scarlet circle.,2,0
Ignoring all coins on your route. Rush to the magenta diamond.,1,0
Touch every coin you encounter while discovering the amber square.,3,1
Avoid coins along the way. Your target is the magenta diamond.,1,0
Speed along your route and pick up every coin you see as you travel to the crimson circle as quickly as possible.,2,1
Find the azure triangle. It would also be beneficial to collect some coins.,0,1
"Gather the coins, every bit of money counts. Without hesitation, head to the navy triangle.",0,1
Collect coins as you proceed! Embark on your adventure to the triangle that's genuinely blue.,0,1
"We need you to find the lemon square. However, collecting coins is not required.",3,0
Could you please make your way to the diamond that's violet without paying attention to any coins on your path?,1,0
"Without hesitation, head to the azure triangle. Gather the coins, every bit of money counts.",0,1
"The magenta diamond is your destination, ignore the coins and just focus on reaching there.",1,0
Your task is to reach the golden square. Try to score as many coins as you can.,3,1
"Proceed to the yellow square, while ignoring any coins you see on your route.",3,0
"The quickest path to the azure triangle is what you should try and find, but remember to collect gold coins along the way.",0,1
"Agent, please locate the ruby circle and make sure that you pick up coins along the way.",2,1
Can you reach the scarlet circle while contemplating on the coins throughout your journey?,2,0
"Journey to the blue triangle, however, any coins you see should be ignored.",0,0
Wonderful triangle and ignore coins in your path. Take a stroll to the blue.,0,0
And make sure to avoid the coins. Ensure you're headed towards the lemon square.,3,0
"Discover the navy triangle by exploring the area as part of your quest, but do not disturb any coins you might find.",0,0
Accumulating coins while on route to the purple diamond is your directive. This is crucial for our national prosperity.,1,1
Without deviating for coins  proceed to the golden square.,3,0
"This time, while searching for the violet diamond, pretend coins are no more than pebbles and ignore them.",1,0
"On your way, could you ensure to pick up coins as you explore the area and head towards the golden, serene square?",3,1
Take the coins as you travel. Your destination is the crimson circle.,2,1
"Your task is to reach the ruby circle, avoiding all coins on your route.",2,0
"Head straight for the lemon and square, and do not let the coins distract you.",3,0
Go to the amber square and pick up every coin you find.,3,1
Make sure to collect all the coins when journeying to the crimson circle.,2,1
Picking up any coins along the way without can you navigate towards the teal triangle.,0,0
"Do not waste time on the shiny trinkets, can you take me to the lemon square?",3,0
"Proceed directly in the direction of the magenta diamond, gathering coins along your route.",1,1
Every coin you find should be picked up. Your ultimate goal is the red circle.,2,1
And don't forget the riches along the way. Proceed towards the violet diamond.,1,1
"Along the journey, go about collecting coins and proceed to the navy triangle.",0,1
Ignore the coins this round and proceed directly to the crimson circle.,2,0
"Bypass all the coins, but travel towards the golden square.",3,0
Accumulate wealth in the form of coins as you go. Your goal is to get to the purple diamond.,1,1
"With coins, do not bother. Until you find the scarlet circle, explore the area.",2,0
"Proceed straight to the diamond that has the magenta aspect, collecting coins while you are on your way.",1,1
"Bring me to the amber square. Along your path, please pick up some coins.",3,1
Collect the coins diligently before you embark towards the teal stronghold of triangle.,0,1
